Company Name,Industry,SYMBOL,SERIES,ISIN
,,GEOJITBNPP,EQ,INE007B01023
,,GEOMETRIC,EQ,INE797A01021
GHCL LIMITED,Chemicals,GHCL,EQ,INE539A01019
GIC HOUSING FINANCE LIMITED,Banking Services,GICHSGFIN,EQ,INE289B01019
GILLANDERS ARBUTHNOT & CO LTD,Textiles & Apparel,GILLANDERS,EQ,INE047B01011
GINNI FILAMENTS LIMITED.,Textiles & Apparel,GINNIFILA,EQ,INE424C01010
GUJARAT INDUSTRIES POWER COMPANY LTD.,Electrical Utilities & IPPs,GIPCL,EQ,INE162A01010
GIR NATUREVIEW RESORTS LIMITED,Hotels & Entertainment Services,GIRRESORTS,IT,INE316N01015
GITANJALI GEMS LTD,Holding Companies,GITANJALI,EQ,INE346H01014
GKW LTD,Real Estate Operations,GKWLIMITED,EQ,INE528A01020
GLOBAL VECTRA HELICORP LIMITED,Oil & Gas Related Equipment and Services,GLOBALVECT,EQ,INE792H01019
,,GLOBOFFS,EQ,INE446C01013
GLOBUS SPIRITS LIMITED,Beverages,GLOBUSSPR,EQ,INE615I01010
G M BREWERIES LIMITED,Beverages,GMBREW,EQ,INE075D01018
GUJARAT NARMADA VALLEY FERTILIZERS & CHEMICALS LIMITED,Chemicals,GNFC,EQ,INE113A01013
GOA CARBON LIMITED,Oil & Gas,GOACARBON,EQ,INE426D01013
GOCL CORPORATION LIMITED,Chemicals,GOCLCORP,EQ,INE077F01035
GOENKA DIAMOND AND JEWELS LIMITED,Textiles & Apparel,GOENKA,BZ,INE516K01024
GOKALDAS EXPORTS LIMITED,Textiles & Apparel,GOKEX,EQ,INE887G01027
GOKUL REFOILS AND SOLVENT LIMITED,Food & Tobacco,GOKUL,EQ,INE020J01029
GOKUL AGRO RESOURCES LIMITED,Food & Tobacco,GOKULAGRO,EQ,INE314T01025
,,GOLDBEES,EQ,INF732E01102
GOLDEN TOBACCO LIMITED,Food & Tobacco,GOLDENTOBC,EQ,INE973A01010
GOLDIAM INTERNATIONAL LIMITED,Textiles & Apparel,GOLDIAM,EQ,INE025B01017
,,GOLDSHARE,EQ,INF789F01059
GOODLUCK INDIA LIMITED,Metals & Mining,GOODLUCK,EQ,INE127I01024
GODAWARI POWER AND ISPAT LIMITED,Metals & Mining,GPIL,EQ,INE177H01013
GUJARAT PIPAVAV PORT LIMITED,Transport Infrastructure,GPPL,EQ,INE517F01014
GRASIM INDUSTRIES LTD,Construction Materials,GRASIM,EQ,INE047A01013
GREAVES COTTON LIMITED,"Machinery, Equipment & Components",GREAVESCOT,EQ,INE224A01026
GREENFIRE RESOURCES LTD.,Oil & Gas,GREENFIRE,EQ,INE217G01027
GREENLAM INDUSTRIES LIMITED,Paper & Forest Products,GREENLAM,EQ,INE544R01013
GREENPLY INDUSTRIES LTD,Paper & Forest Products,GREENPLY,EQ,INE461C01038
ORIENT GREEN POWER COMPANY LIMITED,Electrical Utilities & IPPs,GREENPOWER,EQ,INE999K01014
GRINDWELL NORTON LIMITED,"Machinery, Equipment & Components",GRINDWELL,EQ,INE536A01023
GRP LIMITED,Automobiles & Auto Parts,GRPLTD,EQ,INE137I01015
,,GRUH,EQ,INE580B01029
,,GSCLCEMENT,EQ,INE542A01039
GUJARAT STATE FERTILIZERS & CHEMICALS LIMITED,Chemicals,GSFC,EQ,INE026A01025
,,GSKCONS,EQ,INE264A01014
GSS INFOTECH LIMITED,Software & IT Services,GSS,EQ,INE871H01011
GTL LIMITED,Telecommunications Services,GTL,EQ,INE043A01012
GTL infrastructure ltd,Telecommunications Services,GTLINFRA,EQ,INE221H01019
,,GTNIND,EQ,INE537A01013
,,GTNTEX,EQ,INE302H01017
,,GTOFFSHORE,EQ,INE892H01017
GUFIC BIOSCIENCES LIMITED,Pharmaceuticals,GUFICBIO,EQ,INE742B01025
GUJARAT ALKALIES AND CHEMICALS LIMITED,Chemicals,GUJALKALI,EQ,INE186A01019
GUJARAT APOLLO INDUSTRIES LIMITED,Metals & Mining,GUJAPOLLO,EQ,INE826C01016
,,GUJFLUORO,EQ,INE538A01037
GUJARAT GAS LIMITED,Natural Gas Utilities,GUJGASLTD,EQ,INE844O01022
,,GUJNRECOKE,EQ,INE110D01013
GUJARAT NRE COKE LTD,Coal,GUJNREDVR,EQ,IN9110D01011
Gulf Oil Lubricants India Limited,Oil & Gas,GULFOILLUB,EQ,INE635Q01029
GP PETROLEUMS LIMITED,Oil & Gas,GULFPETRO,EQ,INE586G01017
GULSHAN POLYOLS LIMITED,Chemicals,GULPOLY,EQ,INE255D01016
GVK POWER & INFRASTRUCTURE LIMITED,Electrical Utilities & IPPs,GVKPIL,EQ,INE251H01024
"HANSUNG CLEANTECH CO., LTD.",Construction & Engineering,HANUNG,EQ,INE648H01013
,,HARITASEAT,EQ,INE939D01015
HARRISONS MALAYALAM LTD,Food & Tobacco,HARRMALAYA,EQ,INE544A01019
HATHWAY CABLE AND DATACOM LIMITED,Media & Publishing,HATHWAY,EQ,INE982F01036
HATSUN AGRO PRODUCT LIMITED,Food & Tobacco,HATSUN,EQ,INE473B01035
,,HBSTOCK,EQ,INE550B01014
HINDUSTAN CONSTRUCTION COMPANY LIMITED,Construction & Engineering,HCC,EQ,INE549A01026
HEALTHCARE GLOBAL ENTERPRISES LIMITED,Healthcare Providers & Services,HCG,EQ,INE075I01017
HCL INFOSYSTEMS LIMITED,Communications & Networking,HCL-INSYS,BL,INE236A01020
HCL INFOSYSTEMS LIMITED,Communications & Networking,HCL-INSYS,EQ,INE236A01020
,,HCPO36MSRG,MF,INF179K014I6
,,HDFC,EQ,INE001A01036
,,HDFC,W2,INE001A13031
HDFC BANK LIMITED,Banking Services,HDFCBANK,EQ,INE040A01026
,,HDFCMFGETF,EQ,INF179K01CN1
,,HDFCNIFETF,EQ,INF179KB1KP3
,,HDFCSENETF,EQ,INF179KB1KQ1
HOUSING DEVELOPMENT AND INFRASTRUCTURE LIMITED,Real Estate Operations,HDIL,EQ,INE191I01012
HEC INFRA PROJECTS Limited,Construction & Engineering,HECPROJECT,SM,INE558R01013
HEG LIMITED,"Machinery, Equipment & Components",HEG,EQ,INE545A01016
HeidelbergCement India Limited.,Construction Materials,HEIDELBERG,EQ,INE578A01017
HERCULES INVESTMENTS LIMITED,Investment Banking & Investment Services,HERCULES,EQ,INE688E01024
HERITAGE FOODS LIMITED,Food & Tobacco,HERITGFOOD,EQ,INE978A01019
HESTER BIOSCIENCES LIMITED,Pharmaceuticals,HESTERBIO,EQ,INE782E01017
HEXA TRADEX LIMITED,Diversified Industrial Goods Wholesale,HEXATRADEX,EQ,INE750M01017
HEXAWARE TECHNOLOGIES LIMITED,Software & IT Services,HEXAWARE,EQ,INE093A01033
HINDUJA GLOBAL SOLUTIONS LIMITED,Software & IT Services,HGS,EQ,INE170I01016
HIKAL LIMITED,Pharmaceuticals,HIKAL,EQ,INE475B01022
HERCULES INVESTMENTS LIMITED,Investment Banking & Investment Services,HIL,EQ,INE557A01011
HILTON METAL FORGING LIMITED,Metals & Mining,HILTON,EQ,INE788H01017
HIMATSINGKA SEIDE LIMITED.,Textiles & Apparel,HIMATSEIDE,EQ,INE049A01027
HINDUSTAN COMPOSITES LIMITED,Automobiles & Auto Parts,HINDCOMPOS,EQ,INE310C01011
,,HINDDORROL,EQ,INE551A01022
,,HINDMOTORS,EQ,INE253A01025
,,HINDNATGLS,EQ,INE952A01022
HINDUSTAN OIL EXPLORATION COMPANY LIMITED,Oil & Gas,HINDOILEXP,EQ,INE345A01011
,,HINDUJAFO,EQ,INE291F01016
,,HINDUJAVEN,EQ,INE353A01023
HIND RECTIFIERS LIMITED,"Machinery, Equipment & Components",HIRECT,EQ,INE835D01023
,,HITACHIHOM,EQ,INE782A01015
THE HI-TECH GEARS LIMITED,Automobiles & Auto Parts,HITECHGEAR,EQ,INE127B01011
,,HITECHPLAS,EQ,INE120D01012
H.M.T. LIMITED,"Machinery, Equipment & Components",HMT,EQ,INE262A01018
HINDUSTAN MEDIA VENTURES LIMITED,Media & Publishing,HMVL,EQ,INE871K01015
,,HOCL,EQ,INE048A01011
HONDA INDIA POWER PRODUCTS LIMITED,"Machinery, Equipment & Components",HONDAPOWER,EQ,INE634A01018
,,HOTELEELA,BL,INE102A01024
,,HOTELEELA,EQ,INE102A01024
,,HOVS,EQ,INE596H01014
,,HSIL,EQ,INE415A01038
HT MEDIA LIMITED,Media & Publishing,HTMEDIA,EQ,INE501G01024
HUBTOWN LIMITED,Real Estate Operations,HUBTOWN,EQ,INE703H01016
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,Banking Services,HUDCO,N2,INE031A07840
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED,Banking Services,HUDCO,N3,INE031A07832
,,IBREALEST,EQ,INE069I01010
,,IBVENTURES,EQ,INE274G01010
,,IBWSL,EQ,INE126M01010
INDO COUNT INDUSTRIES LIMITED,Textiles & Apparel,ICIL,EQ,INE483B01018
,,ICNX100,EQ,INF109KA1962
ICRA LIMITED,Professional & Commercial Services,ICRA,EQ,INE725G01011
I.C.S.A. (INDIA) LIMITED,Construction & Engineering,ICSA,EQ,INE306B01029
,,IDBIGOLD,EQ,INF397L01554
,,IDFC,EQ,INE043D01016
,,IDFCBANK,N1,INE092T08CC6
,,IDFCBANK,N2,INE092T08CD4
,,IDFCBANK,N3,INE092T08CE2
,,IDFCBANK,N4,INE092T08CF9
,,IDFCBANK,N5,INE092T08CG7
,,IDFCBANK,N6,INE092T08CH5
IFB AGRO INDUSTRIES LTD.,Beverages,IFBAGRO,EQ,INE076C01018
IFB INDUSTRIES LTD,Household Goods,IFBIND,EQ,INE559A01017
IFCI LIMITED,Banking Services,IFCI,NC,INE039A07751
IFCI LIMITED,Banking Services,IFCI,NH,INE039A07801
IFCI LIMITED,Banking Services,IFCI,NK,INE039A07835
IFCI LIMITED,Banking Services,IFCI,NL,INE039A07843
,,IFGLREFRAC,EQ,INE023B01012
IGARASHI MOTORS INDIA LIMITED,Automobiles & Auto Parts,IGARASHI,EQ,INE188B01013
INDRAPRASTHA GAS LIMITED,Natural Gas Utilities,IGL,EQ,INE203G01019
,,IGOLD,EQ,INF109K01FV4
I G PETROCHEMICALS LIMITED,Chemicals,IGPL,EQ,INE204A01010
,,IIFLFIN,N4,INE866I07230
,,IIFLFIN,N5,INE866I08139
,,IIFLFIN,N6,INE866I08147
,,IIFLFIN,N8,INE866I07578
,,IIFLFIN,NA,INE866I07594
,,IIFLFIN,NB,INE866I07602
,,IIHFL,N1,INE477L07040
,,IIHFL,N2,INE477L08014
,,IIHFL,N3,INE477L08022
INDUSTRIAL INVESTMENT TRUST LIMITED,Investment Banking & Investment Services,IITL,EQ,INE886A01014
IL&FS Engineering and Construction Company Limited,Construction & Engineering,IL&FSENGG,EQ,INE369I01014
IL&FS TRANSPORTATION NETWORKS LIMITED,Construction & Engineering,IL&FSTRANS,EQ,INE975G01012
INDIAN METALS AND FERRO ALLOYS LTD.,Metals & Mining,IMFA,EQ,INE919H01018
INDIA MOTOR PARTS & ACCESSORIES LIMITED,Automobiles & Auto Parts,IMPAL,EQ,INE547E01014
IMPEX FERRO TECH LTD,Metals & Mining,IMPEXFERRO,EQ,INE691G01015
INDBANK MERCHANT BANKING SERVICES LIMITED,Investment Banking & Investment Services,INDBANK,EQ,INE841B01017
INDIA GLYCOLS LIMITED,Chemicals,INDIAGLYCO,EQ,INE560A01015
THE INDIAN CARD CLOTHING COMPANY LIMITED,"Machinery, Equipment & Components",INDIANCARD,EQ,INE061A01014
THE INDIAN HUME PIPE COMPANY LIMITED,Construction & Engineering,INDIANHUME,EQ,INE323C01030
IMP POWERS LIMITED,"Machinery, Equipment & Components",INDLMETER,EQ,INE065B01013
INDIA NIPPON ELECTRICALS LIMITED,Automobiles & Auto Parts,INDNIPPON,EQ,INE092B01017
INDOCO REMEDIES LIMITED,Pharmaceuticals,INDOCO,EQ,INE873D01024
INDO RAMA SYNTHETICS (INDIA) LIMITED,Textiles & Apparel,INDORAMA,EQ,INE156A01020
INDOSOLAR LIMITED,Renewable Energy,INDOSOLAR,EQ,INE866K01015
INDO-TECH TRANSFORMERS LIMITED,"Machinery, Equipment & Components",INDOTECH,EQ,INE332H01014
INDO THAI SECURITIES LIMITED,Investment Banking & Investment Services,INDOTHAI,EQ,INE337M01013
INDOWIND ENERGY LIMITED,Electrical Utilities & IPPs,INDOWIND,BE,INE227G01018
INDRAPRASTHA MEDICAL CORPORATION LIMITED,Healthcare Providers & Services,INDRAMEDCO,EQ,INE681B01017
IND SWIFT LABORATORIES LIMITED,Pharmaceuticals,INDSWFTLAB,EQ,INE915B01019
,,INDSWFTLTD,BE,INE788B01028
Indian Terrain Fashions Limited,Textiles & Apparel,INDTERRAIN,EQ,INE611L01021
,,INFINITE,EQ,INE486J01014
Infomedia Press Limited,Holding Companies,INFOMEDIA,EQ,INE669A01022
,,INFRABEES,EQ,INF732E01268
INGERSOLL-RAND (INDIA) LIMITED,"Machinery, Equipment & Components",INGERRAND,EQ,INE177A01018
,,INIFTY,EQ,INF109K012R6
,,INOXLEISUR,EQ,INE312H01016
INSECTICIDES (INDIA) LIMITED,Chemicals,INSECTICID,EQ,INE070I01018
INTEGRA ENGINEERING INDIA LIMITED,Professional & Commercial Services,INTEGRA,EQ,INE418N01027
INVENTURE GROWTH AND SECURITIES LIMITED,Investment Banking & Investment Services,INVENTURE,EQ,INE878H01016
IOL CHEMICALS AND PHARMACEUTICALS LIMITED,Pharmaceuticals,IOLCP,EQ,INE485C01011
,,IPAPPM,EQ,INE435A01028
IPCA LABORATORIES LIMITED,Pharmaceuticals,IPCALAB,EQ,INE571A01020
IRB INFRASTRUCTURE DEVELOPERS LIMITED,Construction & Engineering,IRB,EQ,INE821I01014
INDIAN RAILWAY FINANCE CORPORATION LIMITED,Banking Services,IRFC,N2,INE053F07538
INDIAN RAILWAY FINANCE CORPORATION LIMITED,Banking Services,IRFC,N4,INE053F07579
INDIAN RAILWAY FINANCE CORPORATION LIMITED,Banking Services,IRFC,N9,INE053F07678
INDIAN RAILWAY FINANCE CORPORATION LIMITED,Banking Services,IRFC,NE,INE053F07744
INDIAN RAILWAY FINANCE CORPORATION LIMITED,Banking Services,IRFC,NI,INE053F07827
INDIAN RAILWAY FINANCE CORPORATION LIMITED,Banking Services,IRFC,NJ,INE053F07835
INDIAN RAILWAY FINANCE CORPORATION LIMITED,Banking Services,IRFC,NK,INE053F07843
INDIAN RAILWAY FINANCE CORPORATION LIMITED,Banking Services,IRFC,NN,INE053F07892
INDIAN RAILWAY FINANCE CORPORATION LIMITED,Banking Services,IRFC,NO,INE053F07900
INTRASOFT TECHNOLOGIES LIMITED,Software & IT Services,ISFT,EQ,INE566K01011
,,ISMTLTD,EQ,INE732F01019
IL & FS INVESTMENT MANAGERS LIMITED,Investment Banking & Investment Services,IVC,EQ,INE050B01023
IVP LTD,Chemicals,IVP,EQ,INE043C01018
IVRCL LIMITED,Real Estate Operations,IVRCLINFRA,EQ,INE875A01025
IZMO Limited,Software & IT Services,IZMO,EQ,INE848A01014
JAGRAN PRAKASHAN LIMITED,Media & Publishing,JAGRAN,EQ,INE199G01027
JAGSONPAL PHARMACEUTICALS LIMITED.,Pharmaceuticals,JAGSNPHARM,EQ,INE048B01027
JAI BALAJI INDUSTRIES LIMITED,Metals & Mining,JAIBALAJI,EQ,INE091G01018
JAI CORP LIMITED,Containers & Packaging,JAICORPLTD,EQ,INE070D01027
,,JAIHINDPRO,EQ,INE343D01010
JAIN STUDIOS LIMITED,Media & Publishing,JAINSTUDIO,BE,INE486B01011
JAMNA AUTO INDUSTRIES LIMITED,Automobiles & Auto Parts,JAMNAAUTO,EQ,INE039C01024
JAYANT AGRO-ORGANICS LIMITED,Food & Tobacco,JAYAGROGN,EQ,INE785A01026
JAY BHARAT MARUTI LIMITED,Automobiles & Auto Parts,JAYBARMARU,EQ,INE571B01028
JAYASWAL NECO INDUSTRIES LIMITED,Metals & Mining,JAYNECOIND,EQ,INE854B01010
JAY SHREE TEA AND INDUSTRIES LIMITED,Food & Tobacco,JAYSREETEA,EQ,INE364A01020
J B CHEMICALS AND PHARMACEUTICALS LIMITED,Pharmaceuticals,JBCHEPHARM,EQ,INE572A01028
JBF INDUSTRIES LIMITED,Textiles & Apparel,JBFIND,EQ,INE187A01017
JBM AUTO LIMITED,Automobiles & Auto Parts,JBMA,EQ,INE927D01028
,,JCTEL,EQ,INE264B01020
,,JENSONICOL,EQ,INE819B01021
JET AIRWAYS (INDIA) LIMITED,Passenger Transportation Services,JETAIRWAYS,EQ,INE802G01018
JHS SVENDGAARD LABORATORIES LIMITED,Personal & Household Products & Services,JHS,EQ,INE544H01014
,,JIKIND,EQ,INE026B01049
JINDAL PHOTO LIMITED,Investment Banking & Investment Services,JINDALPHOT,EQ,INE796G01012
JINDAL POLY FILMS LIMITED,Containers & Packaging,JINDALPOLY,EQ,INE197D01010
JINDAL SAW LIMITED,Metals & Mining,JINDALSAW,EQ,INE324A01024
,,JINDCOT,EQ,INE904J01016
JINDAL DRILLING AND INDUSTRIES LIMITED,Oil & Gas Related Equipment and Services,JINDRILL,EQ,INE742C01031
JINDAL WORLDWIDE LIMITED,Textiles & Apparel,JINDWORLD,EQ,INE247D01013
JAIN IRRIGATION SYSTEMS LIMITED,"Machinery, Equipment & Components",JISLDVREQS,EQ,IN9175A01010
JAIN IRRIGATION SYSTEMS LIMITED,"Machinery, Equipment & Components",JISLJALEQS,EQ,INE175A01038
J. KUMAR INFRAPROJECTS LIMITED,Construction & Engineering,JKIL,EQ,INE576I01022
JK LAKSHMI CEMENT LIMITED,Construction Materials,JKLAKSHMI,EQ,INE786A01032
JK PAPER LIMITED,Paper & Forest Products,JKPAPER,EQ,INE789E01012
JULLUNDUR MOTOR AGENCY (DELHI) LIMITED,Automobiles & Auto Parts,JMA,EQ,INE412C01015
,,JMCPROJECT,EQ,INE890A01016
,,JMTAUTOLTD,EQ,INE988E01028
JOCIL LIMITED,Chemicals,JOCIL,EQ,INE839G01010
JAIPRAKASH ASSOCIATES LIMITED,Consumer Goods Conglomerates,JPASSOCIAT,EQ,INE455F01025
,,JPINFRATEC,EQ,INE099J01015
JINDAL POLY INVESTMENT AND FINANCE COMPANY LIMITED,Investment Banking & Investment Services,JPOLYINVST,EQ,INE147P01019
,,JSLHISAR,EQ,INE455T01018
JSW HOLDINGS LIMITED,Investment Banking & Investment Services,JSWHL,EQ,INE824G01012
JSW STEEL LIMITED,Metals & Mining,JSWSTEEL,EQ,INE019A01020
JSW STEEL LIMITED,Metals & Mining,JSWSTEEL,P2,INE019A04024
Jubilant FoodWorks Limited,Hotels & Entertainment Services,JUBLFOOD,EQ,INE797F01012
,,JUBLINDS,EQ,INE645L01011
,,JUNIORBEES,EQ,INF732E01045
JUST DIAL LIMITED,Software & IT Services,JUSTDIAL,EQ,INE599M01018
,,JVLAGRO,EQ,INE430G01026
JYOTHY LABS LIMITED,Personal & Household Products & Services,JYOTHYLAB,EQ,INE668F01031
JYOTI STRUCTURES LIMITED,Construction & Engineering,JYOTISTRUC,EQ,INE197A01024
KABRA EXTRUSION TECHNIK LTD,"Machinery, Equipment & Components",KABRAEXTRU,EQ,INE900B01029
KAJARIA CERAMICS LIMITED,Homebuilding & Construction Supplies,KAJARIACER,EQ,INE217B01028
KAKATIYA CEMENT SUGAR AND INDUSTRIES LIMITED,Construction Materials,KAKATCEM,EQ,INE437B01014
,,KALINDEE,EQ,INE178D01010
KALYANI FORGE LIMITED,Metals & Mining,KALYANIFRG,BE,INE314G01014
KAMAT HOTELS (INDIA) LTD,Hotels & Entertainment Services,KAMATHOTEL,EQ,INE967C01018
KAMDHENU LIMITED,Metals & Mining,KAMDHENU,EQ,INE390H01012
KANANI INDUSTRIES LIMITED,Textiles & Apparel,KANANIIND,EQ,INE879E01037
KANORIA CHEMICALS & INDUSTRIES LTD,Chemicals,KANORICHEM,EQ,INE138C01024
KANSAI NEROLAC PAINTS LIMITED,Chemicals,KANSAINER,EQ,INE531A01024
KARMA ENERGY LIMITED,Electrical Utilities & IPPs,KARMAENG,EQ,INE725L01011
THE KARUR VYSYA BANK LIMITED,Banking Services,KARURVYSYA,EQ,INE036D01010
KAUSHALYA INFRASTRUCTURE DEVELOPMENT CORPORATION LTD,Construction & Engineering,KAUSHALYA,EQ,INE234I01010
,,KAVVERITEL,EQ,INE641C01019
KAYA LIMITED,Personal & Household Products & Services,KAYA,EQ,INE587G01015
THE K C P LIMITED,Construction Materials,KCP,EQ,INE805C01028
K.C.P.SUGAR AND INDUSTRIES CORPORATION LIMITED,Food & Tobacco,KCPSUGIND,EQ,INE790B01024
KIRLOSKAR ELECTRIC COMPANY LIMITED,"Machinery, Equipment & Components",KECL,EQ,INE134B01017
KELLTON TECH SOLUTIONS LIMITED,Software & IT Services,KELLTONTEC,EQ,INE164B01022
,,KEMROCK,EQ,INE990B01012
KERNEX MICROSYSTEMS (INDIA)LIMITED,Electronic Equipment & Parts,KERNEX,BE,INE202H01019
,,KESARENT,EQ,INE133B01019
KESORAM INDUSTRIES LTD,Chemicals,KESORAMIND,EQ,INE087A01019
Karuturi Global Limited,Food & Tobacco,KGL,EQ,INE299C01024
,,KHAITANELE,EQ,INE761A01019
KALYANI INVESTMENT COMPANY LIMITED,Investment Banking & Investment Services,KICL,EQ,INE029L01018
KILITCH DRUGS (INDIA) LIMITED.,Pharmaceuticals,KILITCH,EQ,INE729D01010
KIRI INDUSTRIES LIMITED,Chemicals,KIRIINDUS,EQ,INE415I01015
KIRLOSKAR BROTHERS LIMITED,"Machinery, Equipment & Components",KIRLOSBROS,EQ,INE732A01036
KIRLOSKAR INDUSTRIES LIMITED,Metals & Mining,KIRLOSIND,EQ,INE250A01039
KITEX GARMENTS LIMITED,Textiles & Apparel,KITEX,EQ,INE602G01020
KEWAL KIRAN CLOTHING LIMITED,Textiles & Apparel,KKCL,EQ,INE401H01017
K M SUGAR MILLS LIMITED,Food & Tobacco,KMSUGAR,EQ,INE157H01023
KNR CONSTRUCTIONS LIMITED,Construction & Engineering,KNRCON,EQ,INE634I01011
KOHINOOR FOODS LIMITED.,Food & Tobacco,KOHINOOR,EQ,INE080B01012
KOKUYO CAMLIN LIMITED,Professional & Commercial Services,KOKUYOCMLN,EQ,INE760A01029
KOLTE-PATIL DEVELOPERS LIMITED,Real Estate Operations,KOLTEPATIL,EQ,INE094I01018
KOPRAN LIMITED,Pharmaceuticals,KOPRAN,EQ,INE082A01010
KOTAK MAHINDRA BANK LIMITED,Banking Services,KOTAKBANK,EQ,INE237A01028
,,KOTAKBKETF,EQ,INF174K01F59
,,KOTAKGOLD,EQ,INF373I01049
,,KOTAKNIFTY,EQ,INF174K01518
,,KOTAKNV20,EQ,INF174K01Z71
,,KOTAKPSUBK,EQ,INF373I01023
KOTHARI SUGARS AND CHEMICALS LIMITED,Food & Tobacco,KOTARISUG,EQ,INE419A01022
KOTHARI PETROCHEMICALS LIMITED.,Chemicals,KOTHARIPET,EQ,INE720A01015
KOTHARI PRODUCTS LIMITED.,Diversified Industrial Goods Wholesale,KOTHARIPRO,EQ,INE823A01017
K.P.R. MILL LIMITED,Textiles & Apparel,KPRMILL,EQ,INE930H01015
KRBL LIMITED,Food & Tobacco,KRBL,EQ,INE001B01026
KRIDHAN INFRA LIMITED,Metals & Mining,KRIDHANINF,EQ,INE524L01026
,,KSBPUMPS,EQ,INE999A01015
KAVERI SEED COMPANY LTD.,Food & Tobacco,KSCL,EQ,INE455I01029
KSS LIMITED,Media & Publishing,KSERASERA,EQ,INE216D01026
KSK ENERGY VENTURES LIMITED,Electrical Utilities & IPPs,KSK,EQ,INE143H01015
KALYANI STEELS LTD,Metals & Mining,KSL,EQ,INE907A01026
,,KTIL,EQ,INE096L01017
THE KARNATAKA BANK LIMITED,Banking Services,KTKBANK,EQ,INE614B01018
KWALITY WALL'S (INDIA) LIMITED,Food & Tobacco,KWALITY,EQ,INE775B01025
,,L&TFINANCE,N3,INE523E07442
,,L&TFINANCE,N4,INE523E07459
,,L&TINFRA,N1,INE691I07166
,,L&TINFRA,N2,INE691I07174
,,L&TINFRA,N3,INE691I07182
,,L&TINFRA,N4,INE691I07190
,,L&TINFRA,N5,INE691I07224
,,L&TINFRA,N6,INE691I07232
LAKSHMI PRECISION SCREWS LIMITED,"Machinery, Equipment & Components",LAKPRE,EQ,INE651C01018
LAKSHMI ENERGY AND FOODS LIMITED,Food & Tobacco,LAKSHMIEFL,EQ,INE992B01026
,,LAKSHVILAS,EQ,INE694C01018
LAMBODHARA TEXTILES LIMITED,Textiles & Apparel,LAMBODHARA,EQ,INE112F01022
LA OPALA RG LIMITED,Household Goods,LAOPALA,EQ,INE059D01020
,,LAXMIMACH,EQ,INE269B01029
L C C INFOTECH LIMITED,Software & IT Services,LCCINFOTEC,EQ,INE938A01021
L G BALAKRISHNAN & BROS LIMITED,"Machinery, Equipment & Components",LGBBROSLTD,EQ,INE337A01034
,,LGBFORGE,EQ,INE201J01017
LIBERTY SHOES LIMITED,Textiles & Apparel,LIBERTSHOE,EQ,INE557B01019
,,LICNETFGSC,EQ,INF767K01MV5
,,LICNETFN50,EQ,INF767K01OS7
LINCOLN PHARMACEUTICALS LTD,Pharmaceuticals,LINCOLN,EQ,INE405C01035
,,LINCPEN,EQ,INE802B01019
,,LIQUIDBEES,EQ,INF732E01037
,,LITL,EQ,INE785C01048
,,LLOYDELENG,EQ,INE245C01019
LINCOLN MINERALS LIMITED,Metals & Mining,LML,EQ,INE862A01015
LOKESH MACHINES LTD,"Machinery, Equipment & Components",LOKESHMACH,EQ,INE397H01017
Lotus Eye Hospital and Institute Limited,Healthcare Providers & Services,LOTUSEYE,EQ,INE947I01017
LOVABLE LINGERIE LIMITED,Textiles & Apparel,LOVABLE,EQ,INE597L01014
LANDMARK PROPERTY DEVELOPMENT COMPANY LIMITED,Construction & Engineering,LPDC,EQ,INE197J01017
,,LUMAXAUTO,EQ,INE547G01019
LUMAX INDUSTRIES LIMITED,Automobiles & Auto Parts,LUMAXIND,EQ,INE162B01018
LUMAX AUTO TECHNOLOGIES LIMITED,Automobiles & Auto Parts,LUMAXTECH,EQ,INE872H01019
LUX INDUSTRIES LIMITED,Textiles & Apparel,LUXIND,EQ,INE150G01012
Lycos Energy Inc,Oil & Gas,LYCOS,EQ,INE425B01027
LYKA LABS LIMITED,Pharmaceuticals,LYKALABS,EQ,INE933A01014
LYPSA GEMS & JEWELLERY LIMITED,Textiles & Apparel,LYPSAGEMS,EQ,INE142K01011
,,M100,EQ,INF247L01023
,,M50,EQ,INF247L01536
MAAN ALUMINIUM LIMITED,Metals & Mining,MAANALU,EQ,INE215I01019
MADHAV MARBLES AND GRANITES LIMITED,Homebuilding & Construction Supplies,MADHAV,EQ,INE925C01016
MADHUCON PROJECTS LIMITED,Construction & Engineering,MADHUCON,EQ,INE378D01032
MADRAS FERTILIZERS LIMITED,Chemicals,MADRASFERT,EQ,INE414A01015
Magnum Ventures Limited.,Paper & Forest Products,MAGNUM,EQ,INE387I01016
,,MAHINDCIE,EQ,INE536H01010
MAHINDRA LIFESPACE DEVELOPERS LIMITED,Real Estate Operations,MAHLIFE,EQ,INE813A01018
MAHARASHTRA SCOOTERS LTD,Holding Companies,MAHSCOOTER,EQ,INE288A01013
MAHARASHTRA SEAMLESS LIMITED,Metals & Mining,MAHSEAMLES,EQ,INE271B01025
MAITHAN ALLOYS LTD.,Metals & Mining,MAITHANALL,EQ,INE683C01011
,,MAJESCO,EQ,INE898S01029
MALU PAPER MILLS LIMITED,Paper & Forest Products,MALUPAPER,EQ,INE383H01017
MANAKSIA ALUMINIUM COMPANY LIMITED,Metals & Mining,MANAKALUCO,EQ,INE859Q01017
